source,target
White blood cells are part of the immune system.,Àwọn pádi-èjẹ̀ funfun jé̩ apá kan nínú ètò òkí-ara.
Antibodies are proteins that help fight infection.,Àwọn òjẹ̀-ara apèy̩àwuuru jé̩ àwọn òjẹ̀ tí ó ń ran ìjàkadì àrùn lọ́wọ́.
Vaccination introduces antigens to stimulate immunity.,Àjẹsára ń mú àwọn àjèjì wọlé láti rú òkí-ara sókè.
The skin is the largest organ of the body.,Awọ ara jé̩ èyà-ara tí ó tóbi jù nínú ara.
"The skin has three main layers: epidermis, dermis, and hypodermis.","Awọ ara ní àwọn ìpele mẹ́ta: àwọ̀ òde, inú awọ-ara, àti ìpèlé abẹ́-awọ."
Sweat glands help regulate body temperature.,Àwọn ẹṣé̩-òógùn ń ran ìfẹsẹ̀múlẹ̀ ìgbóná ara lọ́wọ́.
Hair and nails are made of a protein called keratin.,Irun àti èékán ní òjẹ̀ tí a ń pè ní kẹ́rátìn.
The integumentary system protects against infection and water loss.,Ètò awọ-ara ń dáàbò bo ara lọ́wọ́ àrùn àti àdánù omi.
Ecology is the study of the relationships between organisms and their environment.,Èkó̩ àyíká jé̩ ìwádìí àwọn ìbáṣepọ̀ láàrín àwọn èdá oníyè àti àyíká wọn.
A habitat is where an organism lives.,Ibùgbé jé̩ ibi tí èdá oníyè ń gbé.
A niche is an organism's role in an ecosystem.,Ipò-iṣẹ́ jé̩ iṣẹ́ tí èdá oníyè ń ṣe nínú ètò àyíká.
A population is all the members of a species in a particular area.,Àkójọpọ̀ jé̩ gbogbo àwọn ọmọ òwó̩ kan ní àgbègbè kan páàtó.
A community is all the populations of different species in an area.,Ìlú jé̩ gbogbo àwọn àkójọpọ̀ òwó̩ onírúurú ní àgbègbè kan.
An ecosystem includes all the organisms and their physical environment.,Ètò àyíká pẹ̀lú gbogbo àwọn èdá oníyè àti àyíká afọjúrí wọn.
Biodiversity is the variety of life in an area.,Onírúurú-ìyè jé̩ oríṣiríṣi ìyè ní àgbègbè kan.
A food web shows the complex feeding relationships in an ecosystem.,Àwọ̀n oúnjẹ ń fihàn àwọn ìbáṣepọ̀ oúnjẹ tí ó ṣòro nínú ètò àyíká.
Energy flows through an ecosystem from producers to consumers.,Agbára ń ṣàn lọ nínú ètò àyíká láti ọ̀dọ̀ àwọn olùṣèdá sí àwọn olùmúlò.
Producers make their own food through photosynthesis.,Àwọn olùṣèdá ń ṣe oúnjẹ wọn fúnra wọn nípa ìṣeé̩dà onjẹ pẹ̀lú ìtànná.
Primary consumers eat producers.,Àwọn olùmúlò àkọ́kọ́ jẹ àwọn olùṣèdá.
Secondary consumers eat primary consumers.,Àwọn olùmúlò èkejì jẹ àwọn olùmúlò àkọ́kọ́.
Tertiary consumers eat secondary consumers.,Àwọn olùmúlò ẹ̀kẹta jẹ àwọn olùmúlò èkejì.
The endoplasmic reticulum is a transport network in cells.,Àwọ̀n-inú-pádi jẹ́ ètò ọ̀nà fún gbígbé ohun nínú pádi.
The Golgi apparatus processes and packages proteins.,Ètò Golgi ṣe àtúnṣe àti dídé àwọn òjẹ̀.
Lysosomes contain digestive enzymes.,Àwọn aláṣẹ-pádi ní àwọn ẹnísáìmù àdàonjẹ.
Prokaryotic cells do not have a membrane-bound nucleus.,Àwọn pádi aláìní-àgọ́ kò ní àgọ́-pádi tí a di ní egbìrín.
Eukaryotic cells have a membrane-bound nucleus.,Àwọn pádi onípádi-gidi ní àgọ́-pádi tí a di ní egbìrín.
Animal cells do not have a cell wall.,Àwọn pádi ẹranko kò ní àmọ̀ pádi.
Plant cells have a cell wall made of cellulose.,Àwọn pádi ògbìn ní àmọ̀ pádi tí a ṣe pẹ̀lú sẹ́lúlósì.
Fungi are decomposers that break down dead organic material.,Àwọn alára-osun jẹ́ adọ̀ngbẹ̀ tí wọ́n ń fọ́ àwọn ohun oníyè tí kú.
Bacteria are unicellular prokaryotes.,Alámọ̀ jẹ́ ẹ̀dá onípádikan aláìní-àgọ́.
Viruses are not considered living organisms.,A kò ka àwọn ọlọ́jẹ̀ sí ẹ̀dá oníyè.
The structure of DNA is a double helix.,Ètò DNA jẹ́ àfikò ìkarọ méjì.
RNA carries genetic information from DNA to ribosomes.,RNA ń gbé ìfitónilétí ìran láti DNA sí àwọn àgọ́-ìfẹ́fẹ́.
Genes are the basic unit of heredity.,Àwọn ẹyọ-ìran jẹ́ ìpìlẹ̀ ẹyọ ìtàn-ìran.
Phenotype is the physical expression of genes.,Àbùdá-àfojúrí jẹ́ ìfihàn ìran tí a lè rí.
Genotype is the genetic makeup of an organism.,Àbùdá-ìní jẹ́ àpapọ̀ ìran èdá oníyè.
Dominant genes mask the expression of recessive genes.,Àwọn ìran aṣẹ́gun ń bo ìfihàn àwọn ìran aṣẹ́fà mọ́lẹ̀.
Recessive genes are only expressed when dominant genes are absent.,Àwọn ìran aṣẹ́fà jẹ́ fífihàn nígbà tí àwọn ìran aṣẹ́gun kò sí.
Meiosis is a type of cell division that produces gametes.,Pínpín-pádi-ìdínwó jẹ́ irú pínpín pádi tí ó ń ṣèdá àwọn pádi ìnrin.
Sexual reproduction involves the fusion of gametes.,Bíbí ti lákọlábo jẹ́ àpapọ̀ àwọn pádi ìnrin.
Asexual reproduction does not involve the fusion of gametes.,Bíbí àìgbakọ kò ní àpapọ̀ àwọn pádi ìnrin.
Cloning is a form of asexual reproduction.,Ṣíṣe-àwòkọ jẹ́ irú bíbí àìgbakọ.
The human digestive system breaks down food into nutrients.,Ètò ẹ̀dà-onjẹ ara ọmọ ènìyàn ń fọ́ oúnjẹ sí èròjà.
The human respiratory system exchanges gases with the environment.,Ètò ìpòyìdà ara ọmọ ènìyàn ń ṣe pàṣípààrọ̀ òyì pẹ̀lú àyíká.
The human circulatory system transports substances around the body.,Ètò ìṣọ̀n-ẹ̀jẹ̀ ara ọmọ ènìyàn ń gbé àwọn nkan yí ara ká.
The human nervous system coordinates responses to stimuli.,Ètò ẹ̀ṣọ ara ọmọ ènìyàn ń ṣe ìbáṣepọ̀ àwọn ìdáhùn sí àwọn ìfura.
The human immune system defends against pathogens.,Ètò òkí-ara ọmọ ènìyàn ń dáàbò bo ara lọ́wọ́ àwọn ẹ̀yàwuuru afàìsàn.
The human reproductive system produces gametes for reproduction.,Ètò bíbí ara ọmọ ènìyàn ń ṣèdá àwọn pádi ìnrin fún bíbí.
The human muscular system enables movement.,Ètò iṣan ara ọmọ ènìyàn ń fàyè gba ìmira.
The human skeletal system provides support and protection.,Ètò àjọ-eegun ara ọmọ ènìyàn ń pèsè ìtọ́jú àti ààbò.
The human integumentary system protects the body from the environment.,Ètò awọ-ara ọmọ ènìyàn ń dáàbò bo ara lọ́wọ́ àyíká.
The human endocrine system regulates body functions through hormones.,Ètò ẹṣẹ́ àìlópo ọmọ ènìyàn ń ṣe àtóṣónà àwọn iṣẹ́ ara nípa àwọn ojera.
The human excretory system removes waste from the body.,Ètò ìkẹ́gbin ara ọmọ ènìyàn ń mú ègbin kúrò nínú ara.
Ecosystems include both living and non-living components.,Àwọn ètò àyíká ní àwọn èdá oníyè àti àwọn èdá àìníyè.
The biosphere is the part of Earth where life exists.,Àyíká-ìyè jẹ́ apá ilẹ̀ ayé níbi tí ìyè wà.
The hydrosphere includes all water on Earth.,Àyíká-omi pẹ̀lú gbogbo omi lórí ilẹ̀ ayé.
The atmosphere is the layer of gases surrounding Earth.,Àyíká-afẹ́ jẹ́ ìpele òyì tí ó yí ilẹ̀ ayé ká.
The lithosphere is the solid outer layer of Earth.,Àyíká-ilẹ̀ jẹ́ ìpele líle òde ilẹ̀ ayé.
Natural selection leads to adaptation of species.,Àṣàyàn àdáyébá ń yọrí sí ìmórạ àwọn ọ̀wọ́.
Evolution is the process of biological change over time.,Ìtìranyà jẹ́ ìlànà ìyípàdà ìyè lórí ìgbà.
Biodiversity refers to the variety of life in an area.,Onírúurú-ìyè tọ́ka sí oríṣiríṣi ìyè ní àgbègbè kan.
Conservation is the protection of biodiversity.,Ìtọ́jú jẹ́ ààbò onírúurú-ìyè.
The theory of evolution explains how species change over time.,Ìlànà ìtìranyà ń ṣàlàyé bí àwọn ọ̀wọ́ ṣe ń yipada lórí ìgbà.
The cell theory states that all organisms are composed of cells.,Ìlànà pádi sọ pé gbogbo àwọn èdá oníyè ni a ṣe pẹ̀lú àwọn pádi.
The germ theory states that diseases are caused by microorganisms.,Ìlànà àjàkálẹ̀-àrùn sọ pé àwọn àìsàn ní a fa nípa àwọn èyàwuru kékèké.
Organisms with similar characteristics are grouped together in taxonomy.,Àwọn èdá oníyè tí ó ní àbùdá ìjọra ni a kó jọ pọ̀ nínú ìkàsí.
The binomial nomenclature system is used to name species.,Ètò ìsọdorúkọ-ìbejì ni a ń lò láti sọ àwọn ọ̀wọ́ ní orúkọ.
Linnaeus developed the modern system of taxonomy.,Linnaeus ṣe àgbékalẹ̀ ètò òde-òní fún ìkàsí.
Kingdom is the highest taxonomic rank.,Ìjọ jẹ́ ipò ìkàsí tí ó ga jùlọ.
Species is the lowest taxonomic rank.,Ọ̀wọ́ jẹ́ ipò ìkàsí tí ó kéré jùlọ.
Phylogeny is the evolutionary history of a species.,Ìtàn-ìran jẹ́ ìtàn ìtìranyà ọ̀wọ́ kan.
Mutations are changes in genetic material.,Àwọn ìtipádiyà jẹ́ àwọn ìyípàdà nínú ohun ìtàn-ìran.
Natural selection acts on phenotypic variation.,Àṣàyàn àdáyébá ń ṣiṣẹ́ lórí ìyàtọ̀ àbùdá-àfojúrí.
Genetic drift is a change in allele frequency due to chance.,Ìfàsẹ́yìn ìran jẹ́ ìyípàdà ní ìṣirò ìran nítorí àṣesóótọ́.
Gene flow is the transfer of genes between populations.,Ìṣàn ìran jẹ́ ìgbéyọ ìran láàrín àwọn àkójọpọ̀.
Speciation is the formation of new species.,Ìṣeṣẹ̀dá-ọ̀wọ́ jẹ́ ìdásílẹ̀ àwọn ọ̀wọ́ tuntun.
Homologous structures share a common ancestry but may have different functions.,Àwọn ètò ìjọsípọ̀ ní ìdílé ajọpọ̀ ṣùgbọ́n lè ní àwọn iṣẹ́ tí ó yàtọ̀.
Analogous structures have similar functions but different evolutionary origins.,Àwọn ètò aláfaní ní àwọn iṣẹ́ tí ó jọra ṣùgbọ́n ní àwọn ìbẹ̀rẹ̀ ìtìranyà tí ó yàtọ̀.
Vestigial structures are remnants of structures that had functions in ancestors.,Àwọn ètò ìyókù jẹ́ àwọn èyí tí ó kù nínú àwọn ètò tí ó ní iṣẹ́ ní àwọn baba ńlá.
Human and chimpanzee DNA are about 98% identical.,DNA ọmọ ènìyàn àti ìnọ́kí jẹ́ bí 98% bákan náà.
Humans share a common ancestor with great apes.,Ọmọ ènìyàn pín baba ńlá ajọpọ̀ pẹ̀lú àwọn ẹranko ńlá.
Humans are classified as primates.,A ṣe ìkàsí ọmọ ènìyàn gẹ́gẹ́ bí olórí-ẹranko.
Humans are mammals that belong to the order Primates.,Ọmọ ènìyàn jẹ́ onírunlára tí ó jẹ́ ti agboolé olórí-ẹranko.
The scientific name for humans is Homo sapiens.,Orúkọ ìmọ̀-jìnlẹ̀ fún ọmọ ènìyàn jẹ́ Homo sapiens.
"The human genome contains about 20,000-25,000 genes.",Àkójọpọ̀ ìran ọmọ ènìyàn ní bí ẹgbẹ̀rún ogún sí ẹgbẹ̀rún méẹ̀ẹ́dọ́gbọ̀n àwọn ìran.
Humans are vertebrates with a backbone.,Ọmọ ènìyàn jẹ́ ẹlẹ́sọ̀lẹ́hìn pẹ̀lú ẹ̀hin eegun.
Humans have a four-chambered heart.,Ọmọ ènìyàn ní ọkàn onípele mẹ́rin.
"Humans are endotherms, maintaining a constant body temperature.","Ọmọ ènìyàn jẹ́ onígbóná-inú, tí ó ń ṣe àtọ́jú ìgbóná ara déédé."
"Humans have binocular vision, allowing depth perception.","Ọmọ ènìyàn ní ìríran ojú méjì, tí ó ń fàyè gba ìdámọ̀ jíjìn."
Humans have opposable thumbs.,Ọmọ ènìyàn ní àwọn àtànpàkò tó lòdì síra wọn.
"Humans are omnivores, eating both plant and animal material.","Ọmọ ènìyàn jẹ́ ajẹméjì, tí ó ń jẹ èròjà ògbìn àti ẹran."
"The human life cycle includes infancy, childhood, adolescence, adulthood, and old age.","Àyíká ìgbésí ayé ọmọ ènìyàn pẹ̀lú ìgbà ọmọ ọwọ́, ìgbà èwe, ìgbà bàlágà, ìgbà àgbà, àti ìgbà arúgbó."
Human embryonic development begins with fertilization.,Ìdàgbàsókè ọlẹ̀ ọmọ ènìyàn bẹ̀rẹ̀ pẹ̀lú ìgbàrin.
The menstrual cycle is a series of changes in the female reproductive system.,Àyíká oṣù jẹ́ ẹ̀ka ìyípàdà nínú ètò bíbí ara obìnrin.
Pregnancy in humans typically lasts about 40 weeks.,Oyún ní ọmọ ènìyàn jẹ́ ní gbogbo ọ̀sẹ̀ ogójì.
Puberty is when sexual maturation occurs.,Ìbàlágà jẹ́ nígbà tí ìdàgbà ìbálòpọ̀ ṣẹlẹ̀.
"The stages of mitosis are prophase, metaphase, anaphase, and telophase.","Àwọn ìpele pínpín àgọ́-pádi jẹ́ ìbẹ̀rẹ̀, àárín, ìparí, àti ìparí pátápátá."
Interphase is the period between cell divisions.,Àárín-ìpele jẹ́ àkókò láàrín àwọn pínpín pádi.
The stages of meiosis include two divisions.,Àwọn ìpele pínpín-pádi-ìdínwó pẹ̀lú pínpín méjì.
Crossing over occurs during meiosis.,Kọ́rọ́ṣíngì ṣẹlẹ̀ lákokò pínpín-pádi-ìdínwó.
Independent assortment of chromosomes increases genetic diversity.,Ìpínkiri ọ̀tọ̀ọ̀tọ̀ àwọn okùn-ìran ń mú onírúurú ìran pọ̀ sí i.
DNA replication occurs during the S phase of interphase.,Àtúnṣe DNA ṣẹlẹ̀ lákokò ìpele S ti àárín-ìpele.
Translation is the process of making proteins from mRNA.,Ìtumọ̀ jẹ́ ìlànà ṣíṣe àwọn òjẹ̀ láti mRNA.
Transcription is the process of making RNA from DNA.,Ìkọ̀wé jẹ́ ìlànà ṣíṣe RNA láti DNA.
Proteins are made up of amino acids.,Àwọn òjẹ̀ ni a ṣe pẹ̀lú àwọn ásídì àmínò.
Photosynthesis occurs in chloroplasts in plant cells.,Ìṣeé̩dà onjẹ pẹ̀lú ìtànná ṣẹlẹ̀ nínú àwọn èyàtúwà nínú àwọn pádi ògbìn.
The light-dependent reactions of photosynthesis produce ATP and NADPH.,Àwọn àṣe tí ó dá lórí ìmọ́lẹ̀ ti ìṣeé̩dà onjẹ pẹ̀lú ìtànná ń ṣèdá ATP àti NADPH.
The Calvin cycle uses ATP and NADPH to produce glucose.,Àyíka Calvin ń lo ATP àti NADPH láti ṣèdá gúlúkósì.
Cellular respiration releases energy from glucose.,Ìpòyìdà pádi ń tú agbára sílẹ̀ láti inú gúlúkósì.
Glycolysis is the first stage of cellular respiration.,Ìfọ́-oníjẹ jẹ́ ìpele àkọ́kọ́ ti ìpòyìdà pádi.
The citric acid cycle occurs in the mitochondrial matrix.,Àyíka ásídì sítríkì ṣẹlẹ̀ nínú inú eya pádi.
The electron transport chain generates most of the ATP in cellular respiration.,Okùn ìgbé ẹlẹ́ktrọ́nù ń ṣèdá púpọ̀ jùlọ ti ATP nínú ìpòyìdà pádi.
Fermentation occurs in the absence of oxygen.,Ìdíbà ṣẹlẹ̀ ní àìsí òyì-iná.
Lactic acid fermentation occurs in muscle cells during intense exercise.,Ìdíbà ásídì láktíkì ṣẹlẹ̀ nínú àwọn pádi iṣan lákokò eré ìdárayá líle.
Alcoholic fermentation produces ethanol and carbon dioxide.,Ìdíbà ọtí ń ṣèdá ẹ́tánọ́lù àti òyì-èédú.
"The water cycle includes evaporation, condensation, and precipitation.","Àyíká omi pẹ̀lú ìgbóná-ojú-omi, ìdí-omi, àti òjò."
The carbon cycle describes the movement of carbon through ecosystems.,Àyíká kábọ́nì ṣàlàyé ìgbàlódè kábọ́nì láàrín àwọn ètò àyíká.
The nitrogen cycle involves the conversion of nitrogen into forms that plants can use.,Àyíká náítírójìn jẹ́ àyípàdà náítírójìn sí àwọn irú tí àwọn ògbìn lè lò.
The phosphorus cycle describes the movement of phosphorus through ecosystems.,Àyíká fọ́sfọ́rọ̀sì ṣàlàyé ìgbàlódè fọ́sfọ́rọ̀sì láàrín àwọn ètò àyíká.
Ecological succession is the process of change in community structure over time.,Ìṣẹ̀dálẹ̀kọ̀ ẹ̀kọ́lọ́jì jẹ́ ìlànà ìyípàdà ní ètò ìlú lórí ìgbà.
Primary succession occurs in areas where no soil exists.,Ìṣẹ̀dálẹ̀kọ̀ àkọ́kọ́ ṣẹlẹ̀ ní àwọn àgbègbè níbi tí ilẹ̀ kò sí.
Secondary succession occurs in areas where soil exists but the community has been disturbed.,Ìṣẹ̀dálẹ̀kọ̀ èkejì ṣẹlẹ̀ ní àwọn àgbègbè níbi tí ilẹ̀ wà ṣùgbọ́n tí ìlú ti dàrú.
A biome is a large community of plants and animals that occupies a distinct region.,Àgbègbè-ìyè jẹ́ ìlú ńlá ti àwọn ògbìn àti ẹranko tí ó ń gbé àgbègbè tí ó yàtọ̀.
"The tundra is a cold, treeless biome.","Ilẹ̀-tútù jẹ́ àgbègbè-ìyè tútù, aláìlégí."
The taiga is a coniferous forest biome.,Ilẹ̀-igijẹjẹ jẹ́ àgbègbè-ìyè igbó oní àrọ.
The temperate deciduous forest is a biome with trees that lose their leaves seasonally.,Igbó awọ́wẹ́ onítẹ́ẹ́dẹ́ jẹ́ àgbègbè-ìyè pẹ̀lú igi tí ó ń pá ewé wọn dànù ní ìgbà àkókò.
"The tropical rainforest is a warm, wet biome with high biodiversity.","Igbó-ojo ilẹ̀-gbígbóná jẹ́ àgbègbè-ìyè gbígbóná, tútù pẹ̀lú onírúurú-ìyè gíga."
The savanna is a grassland biome with scattered trees.,Pápá jẹ́ àgbègbè-ìyè pápá koríko pẹ̀lú àwọn igi tí ó fọ́nká.
The desert is a dry biome with low precipitation.,Ilẹ̀-gbígbẹ jẹ́ àgbègbè-ìyè gbígbẹ pẹ̀lú òjò kékeré.
"The marine biome includes oceans, coral reefs, and estuaries.","Àgbègbè-ìyè òkun pẹ̀lú àwọn òkun, àwọn ọ̀pá-òkun, àti àwọn ẹnu-odò."
"The freshwater biome includes lakes, rivers, and wetlands.","Àgbègbè-ìyè omi-dídára pẹ̀lú àwọn adágún, àwọn odò, àti àwọn ilẹ̀-omi."
Carrying capacity is the maximum population size that an environment can sustain.,Agbára-gbígbà jẹ́ títóbi àkójọpọ̀ tí ó pọ̀jù tí àyíká kan lè gbé.
